Project_ID,Project_Type,Risk_Level,Schedule_Delay,Cost_Overrun,Delayed_Project,Over_Budget_Project,CPI_Cumulative,SPI_Cumulative,Planned_Budget,Actual_Cost,EAC,VAC,Forecast_Overrun_Percent
PROJ_1059,IT,Low,0,-28846.920647584837,False,False,1.045088614801613,1.0,668629.73,639782.8093524151,639782.8093524151,28846.920647584833,-4.314334130428935
PROJ_1060,Manufacturing,Medium,1,6933.496204615512,True,True,0.981672221551368,1.0,371371.83,378305.3262046155,378305.32620461565,-6933.496204615629,1.8669957289478925
PROJ_1061,Healthcare,High,9,121799.14590652472,True,True,0.9023397990187934,1.0,1125373.65,1247172.7959065246,1247172.7959065244,-121799.1459065245,10.822996069485411
PROJ_1062,Marketing,Low,1,51843.04853003437,True,True,0.9127406425215012,1.0,542282.9,594125.9485300344,594125.9485300345,-51843.04853003449,9.560148131175533
PROJ_1063,IT,Medium,0,12554.004055515748,False,True,0.9826255491411796,1.0000000000000002,710001.44,722555.4440555157,722555.4440555157,-12554.004055515747,1.768165999144417
PROJ_1064,Healthcare,Critical,1,112468.46061432127,True,True,0.8372596274441086,1.0,578622.87,691091.3306143213,691091.3306143213,-112468.46061432129,19.437265003770296
PROJ_1065,Manufacturing,Medium,1,8874.679945453187,True,True,0.9870624751099888,1.0,677089.6,685964.2799454532,685964.2799454529,-8874.679945452954,1.3107098300509938
PROJ_1066,IT,High,1,13860.644485624274,True,True,0.9878404839080968,0.9999999999999998,1126040.35,1139900.9944856244,1139900.9944856246,-13860.644485624507,1.2309189884380702
PROJ_1067,IT,High,2,136072.4363319535,True,True,0.8670791069217012,0.9999999999999996,887637.48,1023709.9163319536,1023709.9163319538,-136072.43633195385,15.32973081893228
PROJ_1068,R&D,Critical,3,137090.43026801525,True,True,0.91893042341108,1.0,1553931.48,1691021.9102680152,1691021.9102680145,-137090.43026801455,8.82216700237095
PROJ_1069,Construction,High,4,148606.50163546368,True,True,0.9283620602795306,1.0000000000000002,1925804.1,2074410.601635464,2074410.601635464,-148606.5016354639,7.716594934835993
PROJ_1070,Manufacturing,High,1,3276.942010679457,True,True,0.9902157774530784,1.0000000000000004,331644.1,334921.04201067943,334921.0420106793,-3276.9420106793405,0.9880899466263203
PROJ_1071,Healthcare,Critical,0,18927.1389069336,False,True,0.978349507048422,1.0,855285.7,874212.8389069336,874212.8389069334,-18927.138906933484,2.2129609915065207
PROJ_1072,Construction,Medium,1,104797.57832293632,True,True,0.9448319112067532,0.9999999999999996,1794807.44,1899605.0183229365,1899605.018322937,-104797.57832293701,5.838931574906833
PROJ_1073,Healthcare,Low,1,-8690.747632707818,True,False,1.010178374200475,1.0,862535.13,853844.3823672922,853844.3823672922,8690.747632707818,-1.0075818746893033
PROJ_1074,IT,Medium,0,293911.3279669343,False,True,0.8186401523879551,1.0000000000000004,1326686.24,1620597.5679669343,1620597.5679669338,-293911.32796693384,22.153793346566545
PROJ_1075,Healthcare,Medium,1,37879.51251091133,True,True,0.9586652713283138,1.0,878529.37,916408.8825109112,916408.8825109117,-37879.51251091168,4.311695636414714
PROJ_1076,R&D,High,3,373026.6003571167,True,True,0.8233740157963012,1.0000000000000002,1738931.06,2111957.6603571167,2111957.6603571167,-373026.60035711667,21.451488729927952
PROJ_1077,IT,Critical,4,37465.03479416587,True,True,0.9610874908736536,0.9999999999999998,925336.79,962801.824794166,962801.8247941659,-37465.03479416587,4.048799874710036
PROJ_1078,IT,High,1,-21456.46951825719,True,False,1.0300068957344326,1.0000000000000002,736507.76,715051.2904817428,715051.2904817428,21456.46951825719,-2.9132713439783973
PROJ_1079,IT,Medium,1,53991.234722533496,True,True,0.9459560797361428,0.9999999999999996,945033.9,999025.1347225336,999025.1347225339,-53991.234722533845,5.713153223660425
PROJ_1080,Healthcare,Low,0,69484.86090278195,False,True,0.8858513142588191,1.0,539237.53,608722.390902782,608722.390902782,-69484.86090278195,12.885761290165012
PROJ_1081,Manufacturing,Low,0,43873.983337554615,False,True,0.9287378056194288,1.0,571795.85,615669.8333375546,615669.8333375547,-43873.98333755473,7.673015349368963
PROJ_1082,Construction,Medium,1,156771.64146157936,True,True,0.8730866897348898,1.0,1078493.92,1235265.5614615793,1235265.5614615788,-156771.6414615789,14.536163677360268
PROJ_1083,Construction,High,1,-55115.82689123775,True,False,1.0598607247659766,1.0,975850.2,920734.3731087622,920734.3731087623,55115.82689123764,-5.64798028337112
PROJ_1084,IT,Low,2,150536.2971678559,True,True,0.8673350531639761,1.0,984174.12,1134710.417167856,1134710.4171678561,-150536.29716785613,15.295697591383131
PROJ_1085,R&D,Critical,2,52920.71497333469,True,True,0.976593226567162,1.0,2207993.85,2260914.564973335,2260914.5649733343,-52920.71497333422,2.3967781872822798
PROJ_1086,Construction,High,0,-6853.834672617028,False,False,1.0052058418526617,1.0000000000000002,1323419.89,1316566.0553273829,1316566.0553273829,6853.8346726170275,-0.517888141504132
PROJ_1087,R&D,Critical,0,150076.41191849555,False,True,0.897875148906384,1.0,1319462.2,1469538.6119184955,1469538.6119184955,-150076.41191849555,11.374059212798636
PROJ_1088,IT,Medium,1,139039.3323814883,True,True,0.9014637968094742,0.9999999999999994,1272008.87,1411048.2023814884,1411048.2023814886,-139039.33238148852,10.930688901681048
PROJ_1089,Construction,Critical,-2,158626.2806794867,False,True,0.9240504015766364,1.0000000000000004,1929946.72,2088573.000679487,2088573.0006794864,-158626.28067948646,8.21920517471521
PROJ_1090,R&D,Critical,1,72323.23530435655,True,True,0.9591840157760188,0.9999999999999998,1699610.89,1771934.1253043565,1771934.1253043565,-72323.23530435655,4.255281943054422
PROJ_1091,Healthcare,Medium,4,12977.27141286712,True,True,0.9847402280810108,1.0,837446.41,850423.6814128672,850423.6814128675,-12977.27141286747,1.5496241022595667
PROJ_1092,Manufacturing,High,1,30186.35523879202,True,True,0.9659617011957244,1.0,856648.66,886835.015238792,886835.0152387923,-30186.355238792254,3.523773122903415
PROJ_1093,R&D,Critical,-2,168863.5479405662,False,True,0.919030496879147,1.0000000000000002,1916656.82,2085520.3679405665,2085520.3679405663,-168863.5479405662,8.810317328511957
PROJ_1094,R&D,Critical,3,86318.89494273812,True,True,0.9447780417858684,1.0000000000000002,1476807.4,1563126.294942738,1563126.294942738,-86318.89494273812,5.844966306556842
PROJ_1095,Manufacturing,Medium,1,113516.6343065534,True,True,0.8834400452217346,1.0,860373.88,973890.5143065534,973890.5143065535,-113516.63430655352,13.19387268085748
PROJ_1096,IT,Critical,1,69312.09272917768,True,True,0.92086774860527,1.0,806589.85,875901.9427291777,875901.9427291777,-69312.09272917768,8.593226499090918
PROJ_1097,R&D,High,6,209991.871625463,True,True,0.9214018349078712,1.0000000000000004,2461722.81,2671714.681625463,2671714.6816254626,-209991.87162546255,8.530280938716352
PROJ_1098,R&D,Medium,2,148185.0191232788,True,True,0.9209993839767808,1.0000000000000002,1727560.09,1875745.1091232789,1875745.1091232796,-148185.0191232795,8.577705631257057
PROJ_1099,Construction,Critical,0,206834.853632316,False,True,0.92365284029704,1.0000000000000002,2502301.34,2709136.193632316,2709136.1936323154,-206834.85363231553,8.2657851924547
PROJ_1100,Construction,Low,4,146438.34703859664,True,True,0.9121571891425744,1.0000000000000002,1520611.53,1667049.877038597,1667049.877038596,-146438.34703859594,9.630227322989978
PROJ_1101,Manufacturing,High,0,9463.240270516602,False,True,0.9836772441876588,1.0000000000000002,570294.27,579757.5102705166,579757.5102705166,-9463.240270516602,1.6593609244077803
PROJ_1102,IT,Low,0,-50056.002472092514,False,False,1.1090792158381253,1.0000000000000002,508951.88,458895.8775279075,458895.8775279075,50056.002472092514,-9.835114956662014
PROJ_1103,Healthcare,High,1,33714.03273670818,True,True,0.9545518775347108,1.0000000000000002,708099.51,741813.5427367082,741813.542736708,-33714.032736707944,4.761199839936048
PROJ_1104,IT,Low,-1,36290.54598977091,False,True,0.971302421386124,0.9999999999999996,1228295.1,1264585.645989771,1264585.6459897708,-36290.545989770675,2.954546182734969
PROJ_1105,Healthcare,Medium,0,41176.02342607139,False,True,0.9576848203462396,0.9999999999999998,931903.23,973079.2534260714,973079.2534260713,-41176.023426071275,4.418487038195079
PROJ_1106,Construction,Low,1,166510.19648743747,True,True,0.9146413582357732,0.9999999999999998,1784202.62,1950712.8164874376,1950712.816487437,-166510.196487437,9.332471246311531
PROJ_1107,IT,High,0,-435.48172466119286,False,False,1.0010121097479945,1.0,430706.73,430271.2482753388,430271.24827533873,435.48172466125106,-0.10110864175752515
PROJ_1108,IT,Medium,0,7509.238928497536,False,True,0.990136139097074,1.0,753778.76,761287.9989284975,761287.9989284975,-7509.238928497536,0.9962125927370965
PROJ_1109,Marketing,High,1,22454.038804252166,True,True,0.9433303879554574,0.9999999999999996,373773.11,396227.14880425215,396227.1488042522,-22454.038804252225,6.007398125630874
PROJ_1110,Construction,High,-1,83653.3216026586,False,True,0.9186117430193236,1.0,944177.04,1027830.3616026586,1027830.3616026588,-83653.32160265872,8.859919068002196
PROJ_1111,IT,Medium,1,98225.8228706722,True,True,0.917800677157158,0.9999999999999998,1096745.37,1194971.1928706723,1194971.1928706726,-98225.82287067245,8.956119219420314
PROJ_1112,Marketing,Low,1,48336.98611092044,True,True,0.9303231664518148,0.9999999999999996,645394.11,693731.0961109204,693731.0961109207,-48336.98611092067,7.489530096721935
PROJ_1113,IT,Critical,2,71490.1181095828,True,True,0.9207478088042528,1.0,830568.45,902058.5681095828,902058.5681095825,-71490.11810958257,8.607372229174198
PROJ_1114,Healthcare,High,1,16503.360745530576,True,True,0.9140271750006764,1.0000000000000002,175456.84,191960.20074553057,191960.2007455305,-16503.360745530517,9.405937520321531
PROJ_1115,Healthcare,Medium,1,35543.96301530802,True,True,0.961075586465019,1.0000000000000004,877609.5,913153.463015308,913153.4630153078,-35543.96301530779,4.050088680137098
PROJ_1116,Construction,Critical,2,193303.50196875303,True,True,0.9465205490311058,1.0,3421234.39,3614537.891968753,3614537.891968753,-193303.50196875306,5.650109870687727
PROJ_1117,Construction,Low,-2,249742.8177847783,False,True,0.8956222992471244,1.0000000000000002,2142940.83,2392683.6477847784,2392683.6477847784,-249742.8177847783,11.654209686451226
PROJ_1118,Construction,High,4,105375.1683428518,True,True,0.9395135874777544,1.0,1636754.41,1742129.5783428515,1742129.5783428515,-105375.16834285157,6.438056173794061
PROJ_1119,Manufacturing,Low,4,45717.43509946694,True,True,0.9672719217246404,1.0000000000000002,1351169.81,1396887.245099467,1396887.2450994668,-45717.435099466704,3.3835447447916778
PROJ_1120,R&D,Critical,2,-9484.674084400292,True,False,1.0043534491422337,1.0,2188142.05,2178657.3759155995,2178657.375915599,9484.674084400758,-0.4334578773988078
PROJ_1121,IT,High,1,-9433.55522072746,True,False,1.0108388520010616,1.0,879779.9,870346.3447792726,870346.3447792726,9433.55522072746,-1.0722630990691489
PROJ_1122,Construction,Critical,0,20392.63705070666,False,True,0.9781445369671002,1.0,912675.54,933068.1770507068,933068.1770507069,-20392.637050706893,2.2343797063638733
PROJ_1123,IT,Medium,1,-6556.344102097093,True,False,1.0106742620124876,1.0,620776.24,614219.8958979029,614219.8958979029,6556.344102097093,-1.056152552181619
PROJ_1124,Marketing,Critical,-1,40534.62321342714,False,True,0.9475694640309654,1.0,732576.36,773110.9832134271,773110.9832134272,-40534.62321342726,5.533160149124558
PROJ_1125,Manufacturing,Medium,2,78075.86074957356,True,True,0.9018366241525224,1.0000000000000002,717290.64,795366.5007495736,795366.5007495735,-78075.86074957345,10.88482916068352
PROJ_1126,R&D,High,7,116628.64977598935,True,True,0.9612236070246004,1.0,2891094.37,3007723.019775989,3007723.0197759895,-116628.64977598935,4.034065819027186
PROJ_1127,R&D,High,3,347927.64438807545,True,True,0.8020061643636854,1.0000000000000002,1409337.39,1757265.0343880751,1757265.0343880751,-347927.6443880752,24.68732092519558
PROJ_1128,Construction,Critical,2,159901.70753420005,True,True,0.9307012542106602,1.0,2147524.0,2307425.7075342,2307425.7075342,-159901.70753420005,7.445863586819056
PROJ_1129,R&D,High,1,166322.40175690153,True,True,0.9118632566078412,1.0,1720772.53,1887094.9317569016,1887094.9317569016,-166322.40175690153,9.665565834950977
PROJ_1130,IT,Critical,0,-50784.91379260318,False,False,1.0419960415836669,1.0000000000000004,1260063.5,1209278.5862073968,1209278.5862073964,50784.91379260365,-4.030345597075358
PROJ_1131,Manufacturing,Low,0,-150.3768453777302,False,False,1.0003656196709367,1.0,411443.47,411293.09315462224,411293.09315462224,150.3768453777302,-0.03654860420502729
PROJ_1132,IT,Medium,1,18076.371534732985,True,True,0.9702698021044928,0.9999999999999998,589937.46,608013.831534733,608013.8315347332,-18076.371534733218,3.0641165819056853
PROJ_1133,Construction,High,0,-65072.57054917887,False,False,1.0411792002639326,1.0000000000000004,1645301.67,1580229.099450821,1580229.0994508206,65072.570549179334,-3.955054063075213
PROJ_1134,IT,Critical,0,131417.61065541906,False,True,0.8537828706248987,0.9999999999999996,767366.35,898783.960655419,898783.9606554194,-131417.6106554194,17.12579795236257
PROJ_1135,R&D,Critical,5,89947.43665811187,True,True,0.9626477628163188,1.0000000000000002,2318139.56,2408086.996658112,2408086.9966581124,-89947.43665811233,3.8801562343430405
PROJ_1136,R&D,High,2,221548.6709676322,True,True,0.8560922163048347,1.0000000000000002,1317969.66,1539518.330967632,1539518.330967632,-221548.67096763197,16.809846060313102
PROJ_1137,IT,Low,2,26039.66368499841,True,True,0.9685853190818114,1.0,802861.44,828901.1036849984,828901.1036849985,-26039.663684998523,3.24335712087487
PROJ_1138,R&D,Critical,3,45469.55213038018,True,True,0.970998323646668,1.0,1522355.41,1567824.96213038,1567824.96213038,-45469.55213038018,2.9867895388751684
PROJ_1139,IT,Critical,3,314608.83502212865,True,True,0.826968093486162,1.0,1503604.01,1818212.845022129,1818212.8450221284,-314608.8350221284,20.923649639783047
PROJ_1140,IT,Critical,3,57746.02828578418,True,True,0.966574944315334,1.0,1669880.96,1727626.988285784,1727626.9882857841,-57746.02828578418,3.458092502940101
PROJ_1141,IT,Low,1,196250.99428914,True,True,0.8790626821935821,1.0,1426498.69,1622749.68428914,1622749.68428914,-196250.99428913998,13.7575306353166
PROJ_1142,R&D,Medium,1,102994.74371610128,True,True,0.8757871717363601,1.0,726184.86,829179.6037161013,829179.603716101,-102994.74371610105,14.182992429241922
PROJ_1143,R&D,Critical,0,76871.26178859454,False,True,0.9530665959878932,1.0,1561008.27,1637879.5317885946,1637879.5317885943,-76871.2617885943,4.924462173963646
PROJ_1144,Manufacturing,Low,1,69834.2033699003,True,True,0.8785929947753612,1.0,505373.16,575207.3633699003,575207.3633699002,-69834.20336990018,13.818344324004103
PROJ_1145,IT,Low,1,87457.01593574719,True,True,0.9360434572727908,1.0000000000000002,1279987.38,1367444.395935747,1367444.3959357473,-87457.01593574742,6.8326467356066765
PROJ_1146,IT,Medium,0,80526.09157302254,False,True,0.9401251176772992,0.9999999999999998,1264379.96,1344906.0515730225,1344906.0515730227,-80526.09157302277,6.368820617263086
PROJ_1147,IT,Low,0,68895.72174557787,False,True,0.924968382539465,1.0,849326.81,918222.531745578,918222.5317455783,-68895.72174557822,8.111803481816171
PROJ_1148,Construction,Medium,3,1231.814178205561,True,True,0.9991661768233756,1.0000000000000002,1476076.82,1477308.6341782056,1477308.6341782052,-1231.8141782050952,0.0834519017922858
PROJ_1149,Healthcare,Critical,2,26898.027769001437,True,True,0.96239633772626,1.0000000000000004,688405.38,715303.4077690014,715303.4077690009,-26898.02776900085,3.907294822274755
PROJ_1150,Manufacturing,Low,0,14325.67824647366,False,True,0.9747199066680154,1.0000000000000002,552352.54,566678.2182464737,566678.2182464736,-14325.678246473544,2.593575155185046
PROJ_1151,Construction,Medium,-1,-69562.65331138996,False,False,1.0288713111378809,1.0,2478966.68,2409404.02668861,2409404.02668861,69562.65331138996,-2.806114897493901
PROJ_1152,R&D,Critical,0,92237.62599506696,False,True,0.9482074788334776,1.0,1688668.65,1780906.2759950669,1780906.275995067,-92237.62599506718,5.462150670888998
PROJ_1153,Healthcare,High,0,36517.907187634846,False,True,0.9502081521756778,1.0,696893.46,733411.3671876348,733411.3671876348,-36517.907187634846,5.2400989941324525
PROJ_1154,R&D,High,3,173490.07136671105,True,True,0.9075138924933857,0.9999999999999994,1702360.0,1875850.071366711,1875850.071366712,-173490.07136671199,10.191150600737329
PROJ_1155,Construction,High,1,-5820.668130535632,True,False,1.002434700473768,0.9999999999999994,2396532.87,2390712.2018694645,2390712.201869466,5820.668130534235,-0.24287871046534967
PROJ_1156,Manufacturing,Medium,1,74055.62253892835,True,True,0.8067585482019871,1.0,309172.83,383228.4525389284,383228.4525389284,-74055.62253892841,23.95282358379564
PROJ_1157,Marketing,High,1,280527.2121880739,True,True,0.7937945776374137,1.0,1079898.76,1360425.972188074,1360425.972188074,-280527.2121880739,25.97717698907941
PROJ_1158,Marketing,High,0,2978.297858875944,False,True,0.9961384920489558,1.0,768300.15,771278.447858876,771278.4478588761,-2978.2978588760598,0.3876476997793193
PROJ_1159,Healthcare,Medium,1,14252.22378210572,True,True,0.9753532036296336,1.0,564006.45,578258.6737821057,578258.6737821057,-14252.22378210572,2.5269611335306044
PROJ_1160,Construction,Low,1,17905.181474154815,True,True,0.9836321449476606,0.9999999999999998,1076018.33,1093923.511474155,1093923.5114741551,-17905.181474155048,1.6640219757367003
PROJ_1161,Healthcare,High,1,139497.30245978036,True,True,0.8832840333354569,0.9999999999999998,1055688.81,1195186.1124597804,1195186.1124597806,-139497.3024597806,13.21386578491635
PROJ_1162,IT,Critical,2,245074.95999868657,True,True,0.8453070942989931,1.0000000000000002,1339192.65,1584267.6099986865,1584267.6099986862,-245074.95999868633,18.30020199100453
PROJ_1163,Healthcare,Low,1,-14542.942502039718,True,False,1.0170601617310722,1.0000000000000002,866993.39,852450.4474979603,852450.44749796,14542.942502040067,-1.6773994669140517
PROJ_1164,Construction,High,-1,107977.89483597898,False,True,0.8952326873934245,1.0,922666.99,1030644.884835979,1030644.884835979,-107977.89483597898,11.70280242018618
PROJ_1165,R&D,High,2,75162.27079965267,True,True,0.9547576262330936,1.0,1586162.38,1661324.6507996526,1661324.650799653,-75162.27079965314,4.738623973647209
PROJ_1166,IT,Medium,0,108498.39478521304,False,True,0.9334362937980608,1.0000000000000002,1521494.9,1629993.294785213,1629993.2947852137,-108498.39478521375,7.131039005468487
PROJ_1167,Construction,Low,4,67782.34036282077,True,True,0.9665532803708062,1.0,1958794.29,2026576.6303628208,2026576.6303628215,-67782.34036282147,3.4604113718761895
PROJ_1168,R&D,Medium,4,246284.9204707658,True,True,0.9169891554229253,1.0000000000000002,2720615.63,2966900.5504707657,2966900.550470766,-246284.92047076626,9.05254376086806
PROJ_1169,IT,High,-1,-67466.37430458213,False,False,1.0899303934298832,1.0000000000000002,817672.97,750206.5956954178,750206.5956954177,67466.37430458225,-8.251021714045685
PROJ_1170,Marketing,High,-1,-27303.546922777896,False,False,1.0353927617799146,1.0000000000000002,798747.92,771444.3730772221,771444.3730772224,27303.546922777663,-3.4182933362477694
PROJ_1171,Healthcare,Low,1,69189.12130951887,True,True,0.8438802359929992,1.0000000000000009,373990.65,443179.7713095189,443179.77130951866,-69189.12130951864,18.500227561710066
PROJ_1172,Marketing,Medium,1,60745.36988690496,True,True,0.9227073751288638,1.0,725168.81,785914.179886905,785914.1798869052,-60745.36988690519,8.376721261206088
PROJ_1173,R&D,High,0,125336.83333074,False,True,0.9046353394897224,1.0,1188953.31,1314290.14333074,1314290.1433307403,-125336.83333074022,10.541779250418186
PROJ_1174,Healthcare,Medium,1,-13968.530215914128,True,False,1.0191272949983432,0.9999999999999996,744261.56,730293.0297840859,730293.029784086,13968.530215914012,-1.8768308033957861
PROJ_1175,Manufacturing,High,1,71324.46722364961,True,True,0.9173505226219384,1.0,791650.95,862975.4172236496,862975.4172236492,-71324.46722364926,9.009585250121821
PROJ_1176,IT,Low,2,81917.29137284309,True,True,0.95075402943125,1.0000000000000004,1581514.06,1663431.3513728431,1663431.3513728431,-81917.29137284309,5.179675188777208
PROJ_1177,Healthcare,Critical,1,19831.00425760256,True,True,0.9492574718963545,0.9999999999999996,370985.24,390816.24425760255,390816.2442576026,-19831.004257602617,5.345496833675274
PROJ_1178,IT,High,0,45723.588570934255,False,True,0.9557611969842976,1.0000000000000002,987839.38,1033562.9685709344,1033562.9685709341,-45723.58857093414,4.628646062979808
PROJ_1179,Healthcare,Medium,3,29529.418966984143,True,True,0.9822747845149166,0.9999999999999996,1636426.01,1665955.4289669842,1665955.4289669844,-29529.418966984376,1.804506820750446
PROJ_1180,Construction,High,1,7604.593022525776,True,True,0.9966382823137424,1.0,2254510.71,2262115.3030225257,2262115.303022525,-7604.593022524845,0.3373056951468128
PROJ_1181,Manufacturing,Medium,0,25156.768904322176,False,True,0.9529399792140753,0.9999999999999998,509410.97,534567.7389043221,534567.7389043221,-25156.768904322176,4.93840344748017
PROJ_1182,IT,High,1,-855.1719061044278,True,False,1.0008796067771208,1.0000000000000002,973075.86,972220.6880938956,972220.6880938956,855.1719061044278,-0.08788337489992072
PROJ_1183,IT,Medium,1,12392.971663216827,True,True,0.9884740846980784,1.0000000000000002,1062833.71,1075226.6816632168,1075226.6816632163,-12392.971663216362,1.1660311059588393
PROJ_1184,Construction,Medium,0,55779.51460976596,False,True,0.9618674960697584,1.0,1407001.81,1462781.324609766,1462781.324609766,-55779.51460976596,3.964423799125458
PROJ_1185,Construction,Medium,0,162200.53974088025,False,True,0.8876644183534419,0.9999999999999996,1281692.28,1443892.8197408805,1443892.8197408807,-162200.53974088072,12.655185825171758
PROJ_1186,IT,Low,3,30858.5169414666,True,True,0.9746803660901828,1.0000000000000009,1187899.9,1218758.4169414665,1218758.416941466,-30858.516941466136,2.597737144473717
PROJ_1187,Marketing,Medium,1,56144.59014152922,True,True,0.938185138153365,1.0000000000000002,852125.5,908270.0901415292,908270.0901415293,-56144.590141529334,6.588770098011307
PROJ_1188,Manufacturing,Low,1,137834.52841783524,True,True,0.8946969412262287,1.0000000000000004,1171097.33,1308931.858417835,1308931.858417835,-137834.528417835,11.769690262878067
PROJ_1189,IT,Medium,0,8936.456789548276,False,True,0.9904745045440616,0.9999999999999998,929225.43,938161.8867895484,938161.8867895484,-8936.456789548392,0.9617103128084207
PROJ_1190,Healthcare,Medium,2,113027.48268859228,True,True,0.8855889030354253,1.0000000000000004,874879.16,987906.6426885924,987906.6426885921,-113027.48268859205,12.919210772901716
PROJ_1191,Construction,High,1,17886.462922114762,True,True,0.9830082359165848,1.0000000000000002,1034768.39,1052654.8529221148,1052654.8529221148,-17886.462922114762,1.7285474793170637
PROJ_1192,IT,Medium,2,52599.78974679834,True,True,0.9277350271837652,1.0,675274.14,727873.9297467984,727873.9297467984,-52599.78974679834,7.789397909832345
PROJ_1193,IT,Medium,2,27904.72913669399,True,True,0.96651961209022,1.0,805560.2,833464.929136694,833464.9291366938,-27904.729136693873,3.4640153692664897
PROJ_1194,IT,Low,1,-4752.643672310398,True,False,1.0072021029758793,0.9999999999999998,664649.3,659896.6563276896,659896.6563276895,4752.643672310514,-0.7150603592466755
PROJ_1195,Marketing,Critical,-1,44685.138782493246,False,True,0.9058863470398256,1.0,430114.61,474799.7487824932,474799.7487824936,-44685.138782493595,10.38912367624378
PROJ_1196,R&D,High,2,-36958.58911738452,True,False,1.022153555160245,1.0,1705250.15,1668291.5608826154,1668291.5608826156,36958.58911738428,-2.167341203129892
PROJ_1197,Construction,Medium,2,-27963.24829031317,True,False,1.0186183251127143,1.0000000000000002,1529883.97,1501920.7217096868,1501920.7217096866,27963.248290313408,-1.827801901232641
PROJ_1198,IT,Critical,1,-32631.994737195084,True,False,1.0278311316220212,1.0000000000000009,1205131.74,1172499.745262805,1172499.7452628044,32631.99473719555,-2.707753323067862
PROJ_1199,Marketing,Low,1,-3264.851813107729,True,False,1.00413109313989,1.0,793576.69,790311.8381868922,790311.8381868923,3264.8518131076125,-0.41140974202601804
PROJ_1200,IT,Medium,3,17172.070005404297,True,True,0.97019986658153,1.0000000000000002,559069.31,576241.3800054044,576241.3800054044,-17172.070005404297,3.0715458169943717
PROJ_1201,Construction,Critical,-2,57562.63432607032,False,True,0.9601212062037976,1.0000000000000004,1385877.07,1443439.7043260704,1443439.7043260708,-57562.63432607078,4.153516612124246
PROJ_1202,R&D,High,3,150293.1531958317,True,True,0.9268524498748594,1.0,1904364.22,2054657.373195832,2054657.373195832,-150293.15319583192,7.892038278047039
PROJ_1203,Healthcare,Low,1,-14983.517195867142,True,False,1.0144426480729205,1.0000000000000002,1052432.96,1037449.4428041328,1037449.4428041324,14983.517195867607,-1.4237027692355444
PROJ_1204,Marketing,High,1,36214.57108523918,True,True,0.95954633061063,0.9999999999999998,858996.46,895211.0310852391,895211.0310852393,-36214.571085239295,4.2159162198688565
PROJ_1205,Construction,High,7,229316.66602800228,True,True,0.925193460728712,1.0000000000000002,2836146.17,3065462.836028002,3065462.8360280027,-229316.66602800274,8.085502378320745
PROJ_1206,IT,Critical,4,351255.7342343163,True,True,0.828973227178005,1.0000000000000002,1702549.81,2053805.5442343163,2053805.544234316,-351255.73423431604,20.631157583243688
PROJ_1207,R&D,High,5,95811.5520530378,True,True,0.9365444643917584,1.0000000000000002,1414089.06,1509900.612053038,1509900.6120530374,-95811.55205303733,6.775496308064029
PROJ_1208,Construction,Low,1,7848.494271229021,True,True,0.9885678242675277,1.0000000000000004,678678.24,686526.734271229,686526.734271229,-7848.494271229021,1.1564381777186523
PROJ_1209,IT,Critical,1,35711.228990637115,True,True,0.9561838044732902,1.0000000000000002,779312.27,815023.4989906371,815023.4989906369,-35711.22899063688,4.5824030193489556
PROJ_1210,Manufacturing,Low,1,85033.26727027632,True,True,0.8772827871105722,1.0000000000000002,607887.19,692920.4572702763,692920.4572702762,-85033.2672702762,13.988330181834597
PROJ_1211,R&D,High,4,120521.3597769877,True,True,0.9507177453775092,0.9999999999999996,2325011.23,2445532.589776988,2445532.589776989,-120521.35977698909,5.183689361233283
PROJ_1212,IT,Medium,1,36919.05780355551,True,True,0.9448156905778596,1.0000000000000002,632094.62,669013.6778035555,669013.6778035555,-36919.05780355551,5.8407486213939785
PROJ_1213,Construction,Medium,4,33638.64326677937,True,True,0.9758257591956996,0.9999999999999998,1357869.1,1391507.7432667797,1391507.74326678,-33638.643266779836,2.477311197874658
PROJ_1214,Healthcare,Low,1,-23008.261148471967,True,False,1.0306741176547842,1.0000000000000002,773095.4,750087.138851528,750087.1388515278,23008.2611484722,-2.9761218535865304
PROJ_1215,Construction,Critical,6,190897.09398307183,True,True,0.9314229099544008,0.9999999999999994,2592789.03,2783686.123983072,2783686.123983072,-190897.09398307232,7.362615769130755
PROJ_1216,Manufacturing,High,1,59762.16858139518,True,True,0.90098254897017,1.0,543789.71,603551.8785813951,603551.8785813951,-59762.16858139518,10.989941053021246
PROJ_1217,IT,Medium,2,-37609.64434428373,True,False,1.0642847820938184,1.0,622657.04,585047.3956557163,585047.3956557164,37609.64434428362,-6.040186158384015
PROJ_1218,R&D,Critical,0,23831.551944046518,False,True,0.97934544177527,1.0000000000000002,1129984.07,1153815.6219440466,1153815.6219440463,-23831.55194404628,2.109016629238524
PROJ_1219,Marketing,High,1,73620.90032455727,True,True,0.8557104190998049,1.0000000000000002,436609.29,510230.1903245573,510230.1903245571,-73620.9003245571,16.861963776482426
PROJ_1220,Marketing,Medium,-2,22943.412708941032,False,True,0.9672328392309496,1.0,677251.91,700195.3227089411,700195.3227089411,-22943.412708941032,3.387722111989471
PROJ_1221,IT,Medium,1,-34380.76593552262,True,False,1.0958521305712638,1.0000000000000002,393066.23,358685.46406447736,358685.46406447736,34380.76593552262,-8.74681244825398
